book_id	book_name	url	source	page	resource
31001113972	Blood and Bones of the Disowned Daughter	https://www.goodshort.com/drama/blood-and-bones-of-the-disowned-daughter-31001113972	playlets	1	blood-and-bones-of-the-disowned-daughter-31001113972
31000881454	A Mistaken Surrogate for the Ruthless Billionaire	https://www.goodshort.com/drama/a-mistaken-surrogate-for-the-ruthless-billionaire-31000881454	playlets	1	a-mistaken-surrogate-for-the-ruthless-billionaire-31000881454
31000835181	Don't Challenge the Lady Billionaire	https://www.goodshort.com/drama/don-t-challenge-the-lady-billionaire-31000835181	playlets	1	don-t-challenge-the-lady-billionaire-31000835181
31000991502	A Blind Date with my Mr. Meant-to-Be	https://www.goodshort.com/drama/a-blind-date-with-my-mr-meant-to-be-31000991502	playlets	1	a-blind-date-with-my-mr-meant-to-be-31000991502
31001045490	Kidnapped by the Mafia	https://www.goodshort.com/drama/kidnapped-by-the-mafia-31001045490	playlets	1	kidnapped-by-the-mafia-31001045490
